SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
HIMATSEIDE,Himatsingka Seide Ltd,EQ,08-FEB-1995,5,1,INE049A01027,5
HINDALCO,Hindalco Industries Ltd.,EQ,08-JAN-1997,1,1,INE038A01020,1
HINDCOMPOS,Hindustan Composites Ltd,EQ,08-MAY-1996,10,1,INE310C01011,10
HINDDORROL,Hindustan Dorr-Oliver Ltd,EQ,06-DEC-1995,2,1,INE551A01022,2
HINDMOTOR,Hindustan Motors Ltd.,EQ,12-APR-1995,10,1,INE253A01017,10
HINDOILEXP,Hindustan Oil Exploration Co. Ltd,EQ,23-SEP-2003,10,1,INE345A01011,10
HINDPETRO,Hindustan Petroleum Corporation Ltd.,EQ,17-JUN-1998,10,1,INE094A01015,10
HINDSANIT,Hindustan Sanitary and Industries Ltd,EQ,31-MAY-2000,2,1,INE415A01038,2
HINDSYNTEX,Hind Syntex Ltd.,EQ,08-FEB-1995,10,1,INE155B01012,10
HINDUJATMT,Hinduja TMT Limited,EQ,24-APR-2007,10,1,INE353A01023,10
HINDUNILVR,Hindustan Unilever Limited,EQ,06-JUL-1995,1,1,INE030A01027,1
HINDZINC,Hindustan Zinc Ltd.,EQ,21-NOV-2006,10,1,INE267A01017,10
HIRECT,Hind Rectifiers Limited,EQ,26-DEC-2006,2,1,INE835D01023,2
HITACHIHOM,Hitachi Home and Life Solutions (India) Limited,EQ,03-JAN-2000,10,1,INE782A01015,10
HITECHGEAR,Hi-Tech Gears Ltd.,EQ,21-JAN-2002,10,100,INE127B01011,10
HMT,HMT Ltd.,EQ,29-AUG-2003,10,1,INE262A01018,10
HOCL,Hindustan Organic Chemicals Ltd,EQ,19-NOV-1997,10,1,INE048A01011,10
HONAUT,HONEYWELL AUTOMATION INDIA LIMITED,EQ,18-JUL-2003,10,1,INE671A01010,10
HONDAPOWER,Honda Siel Power Products Ltd.,EQ,01-APR-2003,10,1,INE634A01018,10
HOPFL,House of Pearl Fashions Limited,EQ,15-FEB-2007,10,1,INE940H01014,10
HOTELEELA,Hotel Leela Venture Ltd.,EQ,19-JUL-1995,2,1,INE102A01024,2
HTMEDIA,HT Media Limited,EQ,01-SEP-2005,2,1,INE501G01024,2
HTMTGLOBAL,HTMT Global Solutions Ltd.,EQ,19-JUN-2007,10,1,INE170I01016,10
HYDRBADIND,Hyderabad Industries Ltd,EQ,26-APR-1995,10,1,INE557A01011,10
I-FLEX,I-Flex Solutions Limited,EQ,28-JUN-2002,5,1,INE881D01027,5
IBREALEST,Indiabulls Real Estate Limited,EQ,23-MAR-2007,2,1,INE069I01010,2
ICI,ICI India Ltd.,EQ,28-JUN-2001,10,1,INE133A01011,10
ICICIBANK,ICICI Bank Ltd,EQ,17-SEP-1997,10,1,INE090A01013,10
ICIL,Indo Count Industries Ltd,EQ,12-SEP-2005,10,1,INE483B01018,10
ICRA,ICRA Limited,EQ,13-APR-2007,10,1,INE725G01011,10
ICSA,ICSA (India) Limited,EQ,28-SEP-2006,10,1,INE306B01011,10
IDBI,Industrial Development Bank of India Limited,EQ,20-SEP-1995,10,1,INE008A01015,10
IDEA,Idea Cellular Limited,EQ,09-MAR-2007,10,1,INE669E01016,10
IDFC,Infrastructure Development Finance Company Limited,EQ,12-AUG-2005,10,1,INE043D01016,10
IFBAGRO,IFB Agro Industries Ltd,EQ,03-APR-1996,10,1,INE076C01018,10
IFCI,IFCI Limited,EQ,26-APR-1995,10,1,INE039A01010,10
IFGLREFRAC,IFGL Refractories Ltd,EQ,08-JAN-2004,10,1,INE023B01012,10
IGARASHI,Igarashi Motors India Limited,EQ,09-OCT-2003,10,1,INE188B01013,10
IGL,Indraprastha Gas Limited,EQ,26-DEC-2003,10,1,INE203G01019,10
IGPL,IG Petrochemicals Ltd.,EQ,29-JAN-2007,10,1,INE204A01010,10
IGS,iGate Global Solutions Limited,EQ,08-JUN-2000,4,1,INE177B01016,4
IILTD,Insecticides (India) Limited,EQ,30-MAY-2007,10,1,INE070I01018,10
IMPAL,India Motor Parts and Accessories Limited,EQ,07-OCT-2005,10,1,INE547E01014,10
IMPEXFERRO,Impex Ferro Tech Limited,EQ,03-FEB-2005,10,1,INE691G01015,10
INDHOTEL,Indian Hotels Co. Ltd.,EQ,03-JUL-1996,1,1,INE053A01029,1
INDIABULLS,Indiabulls Financial Services Limited,EQ,24-SEP-2004,2,1,INE894F01025,2
INDIACEM,India Cements Ltd.,EQ,31-MAY-2000,10,1,INE383A01012,10
INDIAFOILS,India Foils Ltd,EQ,15-FEB-1995,10,1,INE260A01012,10
INDIAGLYCO,India Glycols Ltd,EQ,01-JUL-2005,10,1,INE560A01015,10
INDIAINFO,India Infoline Limited,EQ,17-MAY-2005,10,1,INE530B01016,10
INDIANB,Indian Bank,EQ,01-MAR-2007,10,1,INE562A01011,10
INDIANCARD,Indian Card Clothing Co. Ltd.,EQ,08-JAN-1997,10,1,INE061A01014,10
INDIANHUME,Indian Hume Pipe Co. Ltd,EQ,30-AUG-1995,10,1,INE323C01022,10
INDLMETER,IMP Power Ltd,EQ,10-JAN-1996,10,1,INE065B01013,10
INDNIPPON,India Nippon Electricals Limited,EQ,07-MAY-1997,10,1,INE092B01017,10
INDOASIFU,Indo Asian Fusegear Limited,EQ,03-JAN-2007,10,1,INE076H01017,10
INDOCO,Indoco Remedies Limited,EQ,14-JAN-2005,10,1,INE873D01016,10
INDORAMA,Indo Rama Synthetics (India) Limited,EQ,20-JUN-2003,10,1,INE156A01020,10
INDOTECH,Indo Tech Transformers Limited,EQ,16-MAR-2006,10,1,INE332H01014,10
INDOWIND,Indowind Energy Limited,EQ,14-SEP-2007,10,1,INE227G01018,10
INDRAMEDCO,Indraprastha Medical Corporation Ltd.,EQ,17-APR-1997,10,1,INE681B01017,10
INDSWFTLAB,Ind-Swift Laboratories Ltd.,EQ,02-JUL-1997,10,1,INE915B01019,10
INDSWFTLTD,Ind-Swift Limited,EQ,18-OCT-2004,2,1,INE788B01028,2
INDUSFILA,Indus Fila Limited,EQ,08-MAR-2007,10,1,INE025I01012,10
INDUSINDBK,IndusInd Bank Limited,EQ,28-JAN-1998,10,1,INE095A01012,10
INFOMEDIA,Infomedia India Limited,EQ,12-OCT-2006,10,1,INE669A01022,10
INFOSYSTCH,Infosys Technologies Ltd.,EQ,08-FEB-1995,5,1,INE009A01021,5
INFOTECENT,Infotech Enterprises Ltd,EQ,30-SEP-1998,5,1,INE136B01020,5
INGERRAND,Ingersoll Rand (India) Ltd.,EQ,15-APR-1999,10,1,INE177A01018,10
INGVYSYABK,ING Vysya Bank Limited,EQ,01-MAY-1996,10,1,INE166A01011,10
INOXLEISUR,INOX Leisure Limited,EQ,23-FEB-2006,10,1,INE312H01016,10
INVSTSMART,IL&FS Investsmart Limited,EQ,27-JUL-2005,10,1,INE800B01013,10
IOB,Indian Overseas Bank,EQ,07-DEC-2000,10,1,INE565A01014,10
IOC,Indian Oil Corporation Ltd,EQ,24-JUL-1996,10,1,INE242A01010,10
IOLB,IOL Broadband Limited,EQ,19-JUL-2007,10,1,INE517C01011,10
IPCALAB,IPCA Laboratories Ltd.,EQ,08-FEB-1995,10,1,INE571A01012,10
ISMTLTD,ISMT Limited,EQ,28-AUG-2007,5,1,INE732F01019,5
ISPATIND,Ispat Industries Limited,EQ,20-APR-2006,10,1,INE136A01022,10
ITC,ITC Ltd.,EQ,23-AUG-1995,1,1,INE154A01025,1
ITDCEM,ITD Cementation India Limited,EQ,10-FEB-1999,10,1,INE686A01018,10
ITI,ITI Ltd.,EQ,15-SEP-2003,10,1,INE248A01017,10
IVC,IL&FS Investment Managers Limited,EQ,15-SEP-1999,10,1,INE050B01015,10
IVP,IVP Ltd.,EQ,13-SEP-1995,10,1,INE043C01018,10
IVRCLINFRA,IVRCL Infrastructures & Projects Ltd.,EQ,08-MAR-2000,2,1,INE875A01025,2
IVRPRIME,IVR Prime Urban Developers Limited,EQ,16-AUG-2007,10,1,INE414I01018,10
J&KBANK,The Jammu & Kashmir Bank Ltd.,EQ,22-JUL-1998,10,1,INE168A01017,10
JAGRAN,Jagran Prakashan Limited,EQ,22-FEB-2006,10,1,INE199G01019,10
JAGSNPHARM,Jagsonpal Pharmaceuticals Ltd.,EQ,01-MAR-2000,5,1,INE048B01027,5
JAIBALAJI,Jai Balaji Industries Limited,EQ,09-DEC-2003,10,1,INE091G01018,10
JAINSTUDIO,Jain Studios Limited,EQ,19-NOV-1997,10,1,INE486B01011,10
JAYAGROGN,Jayant Agro Organics Ltd.,EQ,17-APR-1996,5,1,INE785A01026,5
JAYBARMARU,Jay Bharat Maruti Ltd,EQ,03-JAN-1996,5,1,INE571B01028,5
JAYSREETEA,Jayshree Tea & Industries Ltd,EQ,15-FEB-1995,10,1,INE364A01012,10
JBCHEPHARM,JB Chemicals & Pharmaceuticals Ltd.,EQ,29-APR-2003,2,1,INE572A01028,2
JBFIND,JBF Industries Ltd.,EQ,25-FEB-2004,10,1,INE187A01017,10
JBMA,JBM Auto Limited,EQ,17-DEC-2004,10,1,INE927D01010,10
JETAIRWAYS,Jet Airways (India) Ltd.,EQ,14-MAR-2005,10,1,INE802G01018,10
JHS,JHS Svendgaard Laboratories Limited,EQ,21-OCT-2006,10,1,INE544H01014,10
JINDALPHOT,Jindal Photo Limited,EQ,07-APR-2005,10,1,INE796G01012,10
JINDALSAW,Jindal Saw Limited,EQ,29-APR-2003,10,1,INE324A01016,10
JINDALSTEL,Jindal Steel & Power Ltd.,EQ,29-DEC-1999,5,1,INE749A01022,5
JINDALSWHL,Jindal South West Holdings Limited,EQ,21-JUN-2005,10,1,INE824G01012,10
JINDRILL,Jindal Drilling And Industries Limited,EQ,22-DEC-2006,10,1,INE742C01023,10
JISLJALEQS,Jain Irrigation Systems Limited,EQ,13-AUG-2001,10,1,INE175A01020,10
JKCEMENT,JK Cement Limited,EQ,14-MAR-2006,10,1,INE823G01014,10
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-JUN-2006,10,1,INE786A01024,10
JKPAPER,JK Paper Limited,EQ,16-JUN-2005,10,1,INE789E01012,10
JKTYRE,JK Tyre & Industries Limited,EQ,19-MAR-2007,10,1,INE573A01034,10
JMFINANCIL,JM Financial Limited,EQ,10-OCT-2006,10,1,INE780C01015,10
JMTAUTOLTD,JMT Auto Limited,EQ,02-APR-2007,10,1,INE988E01010,10
JPASSOCIAT,Jaiprakash Associates Limited,EQ,14-JUN-2004,10,1,INE455F01017,10
JPHYDRO,Jaiprakash Hydro-Power Limited,EQ,18-APR-2005,10,1,INE351F01018,10
JSTAINLESS,Jindal Stainless Limited,EQ,17-NOV-2003,2,1,INE220G01021,2
JSWSTEEL,JSW Steel Limited,EQ,23-MAR-2005,10,1,INE019A01020,10
JUBILANT,Jubilant Organosys Limited,EQ,16-JUN-2003,1,1,INE700A01033,1
JUNIORBEES,Benchmark Mutual Fund-Nifty Junior Benchmark ETF,EQ,06-MAR-2003,1.25,1,INF732E01045,1.25
JYOTISTRUC,Jyoti Structures Ltd,EQ,19-JUL-1995,2,1,INE197A01024,2
KABRAEXTRU,Kabra Extrusion Technik Ltd,EQ,06-SEP-1995,10,1,INE900B01011,10
KAJARIACER,Kajaria Ceramics Ltd,EQ,01-JUN-2004,2,1,INE217B01028,2
KAKATCEM,Kakatiya Cement Sugar & Industries Ltd,EQ,13-DEC-1995,10,1,INE437B01014,10
KALECONSUL,Kale Consultants Limited,EQ,01-DEC-1999,10,1,INE793A01012,10
KALINDEE,Kalindee Rail Nirman (Engineers) Limited,EQ,08-JUN-2007,10,1,INE178D01010,10
KALPATPOWR,Kalpataru Power Transmission Ltd,EQ,15-DEC-2000,10,1,INE220B01014,10
KAMATHOTEL,Kamat Hotels (I) Ltd,EQ,29-MAY-1996,10,1,INE967C01018,10
KANORICHEM,Kanoria Chemicals & Industries Ltd,EQ,08-FEB-1995,10,1,INE138C01016,10
KANSAINER,Kansai Nerolac Paints Limited,EQ,15-SEP-2003,10,1,INE531A01016,10
KARURVYSYA,Karur Vysya Bank Ltd,EQ,26-JUL-2000,10,1,INE036D01010,10
KBL,Kirloskar Brothers Limited,EQ,07-APR-2006,2,1,INE732A01028,2
KCP,KCP Ltd,EQ,09-APR-1997,10,1,INE805C01010,10
KCPSUGIND,KCP Sugar and Industries Corporation Ltd.,EQ,11-JUN-1997,1,1,INE790B01024,1
KEC,KEC International Limited,EQ,10-MAR-2006,10,1,INE389H01014,10
KECINFRA,KEC Infrastructures Limited,EQ,08-FEB-1995,10,1,INE852A01016,10
KEI,KEI Industries Limited,EQ,23-MAR-2006,2,1,INE878B01027,2
KESARENT,Kesar Enterprises Ltd.,EQ,02-JAN-2007,10,1,INE133B01019,10
KESORAMIND,Kesoram Industries Ltd.,EQ,06-SEP-1995,10,1,INE087A01019,10
KEYCORPSER,Keynote Corp. Serv. Ltd.,EQ,26-JUN-1996,10,1,INE681C01015,10
KHAITANELE,Khaitan Electricals Limited,EQ,28-JUN-2000,10,1,INE761A01019,10
KHANDSE,Khandwala Securities Limited,EQ,07-FEB-2001,10,1,INE060B01014,10
KIL,Kamdhenu Ispat Limited,EQ,09-MAY-2006,10,1,INE390H01012,10
KIRLOSOIL,Kirloskar Oil Engines Ltd.,EQ,26-NOV-1998,2,1,INE250A01021,2
KKCL,Kewal Kiran Clothing Limited,EQ,13-APR-2006,10,1,INE401H01017,10
KLGSYSTEL,KLG Systel Ltd.,EQ,08-SEP-1999,10,1,INE799A01019,10
KMSUGAR,K.M.Sugar Mills Limited,EQ,31-MAY-2007,10,1,INE157H01015,10
KNL,Karuturi Networks Limited,EQ,03-MAY-2007,10,1,INE299C01016,10
KOHINOOR,Kohinoor Foods Limited,EQ,20-OCT-1999,10,1,INE080B01012,10
KOPRAN,Kopran Ltd.,EQ,09-JUN-1999,10,1,INE082A01010,10
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,20-DEC-1995,10,1,INE237A01010,10
KOTAKGOLD,Kotak Mutual Fund - Gold Exchange Traded Fund,EQ,08-AUG-2007,100,1,INF373I01015,100
KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,13-DEC-2004,10,1,INE419A01022,10
KOTHARIPRO,Kothari Products Ltd.,EQ,03-JUN-1998,10,1,INE823A01017,10
KPIT,KPIT Cummins Infosystems Limited,EQ,24-NOV-1999,2,1,INE836A01035,2
KPRMILL,K.P.R. Mill Limited,EQ,28-AUG-2007,10,1,INE930H01015,10
KRBL,KRBL Limited,EQ,21-JAN-2002,10,1,INE001B01018,10
KSBPUMPS,KSB Pumps Ltd.,EQ,08-FEB-1995,10,1,INE999A01015,10
KSCL,Kaveri Seed Company Limited,EQ,04-OCT-2007,10,1,INE455I01011,10
KSERAPRO,K Sera Sera Productions Limited,EQ,05-OCT-2006,10,1,INE216D01018,10
KSOILS,K S Oils Limited,EQ,02-APR-2007,1,1,INE727D01022,1
KTKBANK,The Karnataka Bank Limited,EQ,10-MAY-2000,10,1,INE614B01018,10
LAKPRE,Lakshmi Precision Screws Limited,EQ,26-SEP-2006,10,1,INE651C01018,10
LAKSHMIEFL,Lakshmi Energy and Foods Limited,EQ,06-FEB-2007,2,1,INE992B01026,2
LAKSHVILAS,Lakshmi Vilas Bank Ltd,EQ,21-JUN-2000,10,1,INE694C01018,10
LANABS,LANXESS ABS Limited,EQ,29-MAR-1995,10,1,INE189B01011,10
LANCOIN,Lanco Industries Ltd,EQ,28-AUG-2007,10,1,INE943C01027,10
LAOPALA,La Opala RG Limited,EQ,16-MAR-2007,10,1,INE059D01012,10
LAXMIMACH,Lakshmi Machine Works Ltd.,EQ,29-MAR-1995,10,1,INE269B01029,10
LGBROS,LG Balakrishnan & Bros Ltd,EQ,10-JAN-1996,1,1,INE337A01026,1
LIBERTSHOE,Liberty Shoes Ltd,EQ,27-SEP-1995,10,1,INE557B01019,10
LICHSGFIN,LIC Housing Finance Ltd,EQ,29-JUL-1998,10,1,INE115A01018,10
LIQUIDBEES,Benchmark Asset Management Company Private Limited,EQ,16-JUL-2003,1000,1,INF732E01037,1000
LITL,Lanco Infratech Limited,EQ,27-NOV-2006,10,1,INE785C01030,10
LLOYDELENG,Lloyd Electric & Engineering Ltd,EQ,30-APR-1997,10,1,INE245C01019,10
LLOYDSTEEL,Lloyds Steel Industries Ltd.,EQ,17-JAN-1996,10,1,INE292A01015,10
LOGIXMICRO,Logix Microsystems Limited,EQ,05-FEB-2007,10,1,INE848A01014,10
LOKESHMACH,LOKESH MACHINES LIMITED,EQ,05-MAY-2006,10,1,INE397H01017,10
LOTTEINDIA,Lotte India Corporation Limited,EQ,16-OCT-1996,10,1,INE185A01011,10
LT,Larsen & Toubro Limited,EQ,23-JUN-2004,2,1,INE018A01030,2
LUMAXAUTO,Lumax Automotive Systems Limited,EQ,24-AUG-2004,10,1,INE547G01019,10
LUMAXIND,Lumax Industries Ltd,EQ,06-SEP-1995,10,1,INE162B01018,10
LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-JAN-2007,10,1,INE872H01019,10
LUPIN,Lupin Limited,EQ,10-SEP-2001,10,1,INE326A01029,10
M&M,Mahindra & Mahindra Ltd.,EQ,03-JAN-1996,10,1,INE101A01018,10
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,10,1,INE774D01016,10
MACMILLAN,Macmillan India Limited,EQ,21-JAN-2002,10,1,INE943D01017,10
MADHUCON,Madhucon Projects Limited,EQ,05-OCT-2006,2,1,INE378D01024,2
MADRASCEM,Madras Cements Ltd.,EQ,09-APR-1997,10,1,INE331A01029,10
MAGMA,Magma Shrachi Finance Limited,EQ,27-APR-2004,10,1,INE511C01014,10
MAGNUM,Magnum Ventures Limited,EQ,20-SEP-2007,10,1,INE387I01016,10
MAHABANK,Bank of Maharashtra,EQ,12-APR-2004,10,1,INE457A01014,10
MAHINDFORG,Mahindra Forgings Limited,EQ,30-AUG-2007,10,1,INE536H01010,10
MAHINDUGIN,Mahindra Ugine Steel Co. Ltd,EQ,19-JUN-1996,10,1,INE850A01010,10
MAHSCOOTER,Maharashtra Scooters Ltd,EQ,08-FEB-1995,10,1,INE288A01013,10
MAHSEAMLES,Maharashtra Seamless Ltd,EQ,25-AUG-2004,5,1,INE271B01025,5
MALCO,The Madras Aluminium Co Ltd,EQ,12-APR-2007,10,1,INE223B01018,10
MALUPAPER,Malu Paper Mills Limited,EQ,05-APR-2006,10,1,INE383H01017,10
MALWACOTT,Malwa Cotton Spg. Mills Ltd,EQ,08-FEB-1995,10,1,INE272B01015,10
MANALIPETC,Manali Petrochemical Ltd,EQ,06-DEC-2006,5,1,INE201A01024,5
MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-MAY-2005,10,1,INE584F01014,10
MANGLMCEM,Mangalam Cement Ltd,EQ,03-JAN-1996,10,1,INE347A01017,10
MANGTIMBER,Mangalam Timber Products Ltd,EQ,27-JUL-1995,10,1,INE805B01012,10
MANINDS,Man Industries (India) Ltd.,EQ,24-JUN-2005,10,1,INE993A01018,10
MANUGRAPH,Manugraph India Ltd.,EQ,14-SEP-2006,2,1,INE867A01022,2
MARALOVER,Maral Overseas Ltd,EQ,08-FEB-1995,10,1,INE882A01013,10
MARICO,Marico Limited,EQ,01-MAY-1996,1,1,INE196A01026,1
MARUTI,Maruti Udyog Limited,EQ,09-JUL-2003,5,1,INE585B01010,5
MASTEK,Mastek Ltd,EQ,10-MAY-1995,5,1,INE759A01021,5
MATRIXLABS,Matrix Laboratories Limited,EQ,22-JUN-2004,2,1,INE604D01023,2
MAWANA,Mawana Sugars Limited,EQ,22-AUG-2006,10,1,INE255G01019,10
MAX,Max India Ltd,EQ,17-MAY-2000,2,1,INE180A01020,2
MAXWELL,Maxwell Industries Limited,EQ,06-AUG-2007,2,1,INE450G01024,2
MBECL,Mcnally Bharat Engineering Company Limited,EQ,06-OCT-2006,10,1,INE748A01016,10
MCDHOLDING,McDowell Holdings Limited,EQ,30-MAY-2007,10,1,INE836H01014,10
MCDOWELL-N,United Spirits Limited,EQ,27-SEP-2001,10,1,INE854D01016,10
MCLEODRUSS,Mcleod Russel India Limited,EQ,29-JUL-2005,5,1,INE942G01012,5
MEGASOFT,Megasoft Limited,EQ,19-JUL-2007,10,1,INE933B01012,10
MEGH,Meghmani Organics Limited,EQ,28-JUN-2007,1,1,INE974H01013,1
MIC,MIC Electronics Limited,EQ,30-MAY-2007,10,1,INE287C01011,10
MICO,Motor Industries Co. Ltd.,EQ,12-MAY-2003,10,1,INE323A01026,10
MICRO,Micro Inks Limited,EQ,28-AUG-2000,10,1,INE056A01014,10
MICROTECH,Micro Technologies (India) Limited,EQ,27-SEP-2006,10,1,INE358B01012,10
MID-DAY,Mid-Day Multimedia Limited,EQ,04-APR-2001,10,1,INE747B01016,10
MINDAIND,Minda Industries Limited,EQ,02-FEB-2007,10,1,INE405E01015,10
MINDTREE,MindTree Consulting Limited,EQ,07-MAR-2007,10,1,INE018I01017,10
MIRCELECTR,MIRC Electronics Ltd.,EQ,24-MAY-2004,1,1,INE831A01028,1
MIRZAINT,Mirza International Limited,EQ,28-APR-1999,2,1,INE771A01026,2
MLL,Mercator Lines Limited,EQ,20-JUN-2005,1,1,INE934B01028,1
MMFL,MM Forgings Ltd.,EQ,20-DEC-2006,10,1,INE227C01017,10
MONNETISPA,Monnet Ispat Ltd,EQ,14-JUN-2004,10,1,INE743C01013,10
MONSANTO,Monsanto India Limited,EQ,19-JAN-2000,10,1,INE274B01011,10
MOREPENLAB,Morepen Laboratories Ltd,EQ,24-NOV-1999,2,1,INE083A01026,2
MORGANSTAN,Morgan Stanley,EQ,27-MAY-2004,10,1,INF063A01019,10
MOSERBAER,Moser-Baer (I) Ltd,EQ,02-MAY-2003,10,1,INE739A01015,10
MOTHERSUMI,Motherson Sumi Systems Ltd.,EQ,14-AUG-1996,1,1,INE775A01035,1
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,11-SEP-2007,5,1,INE338I01019,5
MOTOGENFIN,The Motor & General Finance Ltd,EQ,08-FEB-1995,10,1,INE861B01015,10
MPHASIS,MphasiS Limited,EQ,04-JUN-2004,10,1,INE356A01018,10
MRF,MRF Ltd.,EQ,18-SEP-1996,10,1,INE883A01011,10
MRO-TEK,MRO-TEK Limited,EQ,01-NOV-2000,5,1,INE398B01018,5
MRPL,Mangalore Refinery and Petrochemicals Ltd.,EQ,07-JAN-2005,10,1,INE103A01014,10
MSPL,MSP Steel & Power Limited,EQ,18-JUL-2005,10,1,INE752G01015,10
MTNL,Mahanagar Telephone Nigam Ltd.,EQ,17-FEB-1999,10,1,INE153A01019,10
MUDRA,Mudra Lifestyle Limited,EQ,09-MAR-2007,10,1,INE311H01018,10
MUKANDENGG,Mukand Engineers Limited,EQ,28-JUN-2000,10,1,INE022B01014,10
MUKANDLTD,Mukand Limited,EQ,23-FEB-2004,10,1,INE304A01026,10
MUKTAARTS,Mukta Arts Ltd.,EQ,12-SEP-2000,5,1,INE374B01019,5
MUNJALAU,Munjal Auto Industries Limited,EQ,19-JUL-2006,10,1,INE672B01024,10
MUNJALSHOW,Munjal Showa Ltd,EQ,12-MAY-2003,2,1,INE577A01027,2
MURLIIND,Murli Industries Limited,EQ,19-FEB-2007,10,1,INE806B01010,10
MURUDCERA,Murudeshwar Ceramics Ltd,EQ,28-MAY-2004,10,1,INE692B01014,10
MYSORECEM,Mysore Cements Ltd,EQ,15-MAR-1995,10,1,INE578A01017,10
NAGARCONST,Nagarjuna Construction Co. Ltd,EQ,14-OCT-2003,2,1,INE868B01028,2
NAGARFERT,Nagarjuna Fertiliser & Chemicals Ltd.,EQ,15-MAR-1995,10,1,INE580A01013,10
NAGPURENG,Jayaswals Neco Ltd,EQ,10-MAY-1995,10,1,INE854B01010,10
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ,18-SEP-2007,5,1,INE245I01016,5
NAGREEKEXP,Nagreeka Exports Limited,EQ,18-JUN-2007,5,1,INE123B01028,5
NAHAREXPOT,Nahar Exports Limited,EQ,23-MAR-2007,5,1,INE308A01027,5
NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,15-DEC-2005,10,1,INE289A01011,10
NAHARSPING,Nahar Spinning Mills Ltd.,EQ,23-MAR-2007,5,1,INE290A01027,5
NANDAN,Nandan Exim Limited,EQ,29-DEC-2005,1,1,INE875G01022,1
NATCOPHARM,Natco Pharma Limited,EQ,27-DEC-1995,10,1,INE987B01018,10
NATIONALUM,National Aluminium Company Limited,EQ,28-APR-1999,10,1,INE139A01026,10
NATNLSTEEL,NATIONAL STEEL AND AGRO INDUSTRIES LIMITED,EQ,26-SEP-2002,10,1,INE088B01015,10
NAUKRI,Info Edge (India) Limited,EQ,21-NOV-2006,10,1,INE663F01024,10
NAVINFLUOR,Navin Fluorine International Limited,EQ,01-JUN-2007,10,1,INE048G01018,10
NAVNETPUBL,Navneet Publications Ltd.,EQ,08-FEB-1995,2,1,INE060A01024,2
NBVENTURES,Nava Bharat Ventures Limited,EQ,03-APR-1996,2,1,INE725A01022,2
NCLIND,NCL Industries Limited,EQ,03-APR-2007,10,1,INE732C01016,10
NDTV,New Delhi Television Limited,EQ,19-MAY-2004,4,1,INE155G01029,4
NECLIFE,Nectar Lifesciences Limited,EQ,18-JUL-2005,10,1,INE023H01019,10
NELCAST,Nelcast Limited,EQ,27-JUN-2007,10,1,INE189I01016,10
NELCO,NELCO Limited,EQ,28-MAY-2003,10,1,INE045B01015,10
NEPCMICON,NEPC India Ltd,EQ,08-FEB-1995,10,1,INE588A01016,10
NETFINCO,Netflier Finco Limited,EQ,19-JUN-2007,10,1,INE068I01012,10
NETWORK18,Network 18 Fincap Limited,EQ,02-FEB-2007,5,1,INE870H01013,5
NEYVELILIG,Neyveli Lignite Corporation Limited,EQ,23-AUG-2000,10,1,INE589A01014,10
NFL,National Fertilizers Limited,EQ,28-DEC-2006,10,1,INE870D01012,10
NICCO,Nicco Corporation Limited,EQ,18-DEC-2006,2,1,INE241C01026,2
NICOLASPIR,Nicholas Piramal India Ltd.,EQ,08-FEB-1995,2,1,INE140A01024,2
NIFTYBEES,Benchmark Mutual Fund,EQ,08-JAN-2002,10,1,INF732E01011,10
NIITLTD,NIIT Limited,EQ,16-AUG-2004,2,1,INE161A01038,2
NIITTECH,NIIT Technologies Limited,EQ,30-AUG-2004,10,1,INE591G01017,10
NILKAMAL,Nilkamal Limited,EQ,01-NOV-1995,10,1,INE310A01015,10
NIPPOBATRY,Nippo Batteries Co. Limited,EQ,06-OCT-1999,10,1,INE567A01010,10
NIRMA,Nirma Ltd.,EQ,10-MAY-1995,5,1,INE091A01029,5
NITCO,Nitco Tiles Limited,EQ,21-MAR-2006,10,1,INE858F01012,10
NITINFIRE,Nitin Fire Protection Industries Limited,EQ,05-JUN-2007,10,1,INE489H01012,10
NITINSPIN,Nitin Spinners Limited,EQ,02-FEB-2006,10,1,INE229H01012,10
NOCIL,National Organic Chemical Industries Ltd.,EQ,17-JAN-1996,10,1,INE163A01018,10
NOIDATOLL,Noida Toll Bridge Company Ltd,EQ,06-DEC-2002,10,1,INE781B01015,10
NORBTEAEXP,Norben Tea & Exports Ltd.,EQ,26-JUN-1996,10,1,INE369C01017,10
NORTHGATE,Northgate Technologies Limited,EQ,03-APR-2007,10,1,INE217G01019,10
NOVOPANIND,Novopan Industries Limited,EQ,24-OCT-2000,10,1,INE460B01016,10
NRBBEARING,NRB Bearing Limited,EQ,08-MAR-2000,2,1,INE349A01021,2
NRC,NRC Ltd.,EQ,15-FEB-1995,10,1,INE953C01018,10
NSIL,Nalwa Sons Investments Limited,EQ,17-NOV-2003,10,1,INE023A01030,10
NTPC,NTPC Limited,EQ,05-NOV-2004,10,1,INE733E01010,10
